URL,Keyword,Page Numbers,Count,Keyword Found
http://demo.seqrdoc.com/bestiu/backend/pdf_file/BEST-216.pdf,AGRICULTURE,[1],1,True
http://demo.seqrdoc.com/bestiu/backend/pdf_file/BEST-217.pdf,AGRICULTURE,[1],1,True
http://demo.seqrdoc.com/bestiu/backend/pdf_file/BEST-218.pdf,AGRICULTURE,[1],1,True
http://demo.seqrdoc.com/bestiu/backend/pdf_file/BEST-219.pdf,AGRICULTURE,[1],1,True
http://demo.seqrdoc.com/bestiu/backend/pdf_file/BEST-22.pdf,AGRICULTURE,[1],1,True
http://demo.seqrdoc.com/bestiu/backend/pdf_file/BEST-220.pdf,AGRICULTURE,[1],1,True
http://demo.seqrdoc.com/bestiu/backend/pdf_file/BEST-221.pdf,AGRICULTURE,[1],1,True
http://demo.seqrdoc.com/bestiu/backend/pdf_file/BEST-222.pdf,AGRICULTURE,[1],1,True
http://demo.seqrdoc.com/bestiu/backend/pdf_file/BEST-223.pdf,AGRICULTURE,[1],1,True
http://demo.seqrdoc.com/bestiu/backend/pdf_file/BEST-224.pdf,AGRICULTURE,[1],1,True
http://demo.seqrdoc.com/bestiu/backend/pdf_file/BEST-225.pdf,AGRICULTURE,[1],1,True
http://demo.seqrdoc.com/bestiu/backend/pdf_file/BEST-226.pdf,AGRICULTURE,[1],1,True
http://demo.seqrdoc.com/bestiu/backend/pdf_file/BEST-227.pdf,AGRICULTURE,[1],1,True
http://demo.seqrdoc.com/bestiu/backend/pdf_file/BEST-228.pdf,AGRICULTURE,[1],1,True
http://demo.seqrdoc.com/bestiu/backend/pdf_file/BEST-229.pdf,AGRICULTURE,[1],1,True
http://demo.seqrdoc.com/bestiu/backend/pdf_file/BEST-23.pdf,AGRICULTURE,[1],1,True
